,num,name,blog or review,visitor review
156,9,배곧 경양카츠 배곧점,방문자 리뷰,맛있어요. 매콤 크림 파스타 또 먹으러 가고 싶어요.
157,10,배곧 경양카츠 배곧점,방문자 리뷰,깔끔하고 바삭한 안심카츠 갈릭카츠 또한 바삭 소면 육수장국 굿.
158,11,배곧 경양카츠 배곧점,방문자 리뷰,배곧 최고의 까스집이에 요 비쥬얼뿐만 아니라 맛도 겁나 맛나요.
159,12,배곧 경양카츠 배곧점,방문자 리뷰,가끔 카츠 먹고 싶을 때 와서 먹거나 포장해 요 친절하게 해주셔서 좋아요. 혼밥하기도 좋아요.
160,13,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있어요. 직원 분들도 너무 친절하고 다음에 또 올게요.
161,14,배곧 경양카츠 배곧점,방문자 리뷰,재방문 하게 되는 그런 맛이에요. 존 맛탱.
162,15,배곧 경양카츠 배곧점,방문자 리뷰,경양카츠 배곧 점 분위기 너무 좋고 청결하고 음식 맛있어요. 데이트 장소 굿.
163,16,배곧 경양카츠 배곧점,방문자 리뷰,돈가스도 부드럽고 간도 맛 고 주문하게 다 맛나요.
164,17,배곧 경양카츠 배곧점,방문자 리뷰,인테리어도 예쁘고 체인점이라 맛에 큰 기대를 안했는데 매콤 크림 파스타 미쳤고 돈가스도 맛있어요. 돈가스에 곁들여 나오는 반찬 젓갈 하다 못해 잔치 국수 같은 것도 맛있어요.
165,18,배곧 경양카츠 배곧점,방문자 리뷰,넘 맛있네요. 담에 또 오고 싶어요.
166,19,배곧 경양카츠 배곧점,방문자 리뷰,인테리어도 고급스럽 구 음식도 너무 맛있어요.
167,20,배곧 경양카츠 배곧점,방문자 리뷰,안심카츠 촉촉하고 매우 맛있음. 파스타도 고급진 맛 수육 카츠는 엄지척 재방문 의사 10000.
168,21,배곧 경양카츠 배곧점,방문자 리뷰,배곧 최고의 까스집이에 요 비쥬얼뿐만 아니라 맛도 겁나 맛나요.
169,22,배곧 경양카츠 배곧점,방문자 리뷰,가끔 카츠 먹고 싶을 때 와서 먹거나 포장해 요 친절하게 해주셔서 좋아요. 혼밥하기도 좋아요.
170,23,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있어요. 직원 분들도 너무 친절하고 다음에 또 올게요.
171,24,배곧 경양카츠 배곧점,방문자 리뷰,재방문 하게 되는 그런 맛이에요. 존 맛탱.
172,25,배곧 경양카츠 배곧점,방문자 리뷰,경양카츠 배곧 점 분위기 너무 좋고 청결하고 음식 맛있어요. 데이트 장소 굿.
173,26,배곧 경양카츠 배곧점,방문자 리뷰,돈가스도 부드럽고 간도 맛 고 주문하게 다 맛나요.
174,27,배곧 경양카츠 배곧점,방문자 리뷰,인테리어도 예쁘고 체인점이라 맛에 큰 기대를 안했는데 매콤 크림 파스타 미쳤고 돈가스도 맛있어요. 돈가스에 곁들여 나오는 반찬 젓갈 하다 못해 잔치 국수 같은 것도 맛있어요.
175,28,배곧 경양카츠 배곧점,방문자 리뷰,넘 맛있네요. 담에 또 오고 싶어요.
176,29,배곧 경양카츠 배곧점,방문자 리뷰,인테리어도 고급스럽 구 음식도 너무 맛있어요.
177,30,배곧 경양카츠 배곧점,방문자 리뷰,안심카츠 촉촉하고 매우 맛있음. 파스타도 고급진 맛 수육 카츠는 엄지척 재방문 의사 10000.
178,31,배곧 경양카츠 배곧점,방문자 리뷰,배곧 최고의 까스집이에 요 비쥬얼뿐만 아니라 맛도 겁나 맛나요.
179,32,배곧 경양카츠 배곧점,방문자 리뷰,가끔 카츠 먹고 싶을 때 와서 먹거나 포장해 요 친절하게 해주셔서 좋아요. 혼밥하기도 좋아요.
180,33,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있어요. 직원 분들도 너무 친절하고 다음에 또 올게요.
181,34,배곧 경양카츠 배곧점,방문자 리뷰,재방문 하게 되는 그런 맛이에요. 존 맛탱.
182,35,배곧 경양카츠 배곧점,방문자 리뷰,경양카츠 배곧 점 분위기 너무 좋고 청결하고 음식 맛있어요. 데이트 장소 굿.
183,36,배곧 경양카츠 배곧점,방문자 리뷰,돈가스도 부드럽고 간도 맛 고 주문하게 다 맛나요.
184,37,배곧 경양카츠 배곧점,방문자 리뷰,인테리어도 예쁘고 체인점이라 맛에 큰 기대를 안했는데 매콤 크림 파스타 미쳤고 돈가스도 맛있어요. 돈가스에 곁들여 나오는 반찬 젓갈 하다 못해 잔치 국수 같은 것도 맛있어요.
185,38,배곧 경양카츠 배곧점,방문자 리뷰,넘 맛있네요. 담에 또 오고 싶어요.
186,39,배곧 경양카츠 배곧점,방문자 리뷰,인테리어도 고급스럽 구 음식도 너무 맛있어요.
187,40,배곧 경양카츠 배곧점,방문자 리뷰,안심카츠 촉촉하고 매우 맛있음. 파스타도 고급진 맛 수육 카츠는 엄지척 재방문 의사 10000.
188,41,배곧 경양카츠 배곧점,방문자 리뷰,여기 매운 크림 파스타 맛나요오오오로오오.
189,42,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있어요. 친구들이랑 오기 좋아요.
190,43,배곧 경양카츠 배곧점,방문자 리뷰,맛있고 직원 분들 친절하고 인테리어 너무 예뻐요.
191,44,배곧 경양카츠 배곧점,방문자 리뷰,줄서서 먹길래 한번 와봤습니다. 맛있네요. 또 올께요.
192,45,배곧 경양카츠 배곧점,방문자 리뷰,맛나유.
193,46,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있게 먹었습니다. 돈까스가 쫄깃 바삭.
194,47,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있어서 싹싹 다 긁어 먹었네요. 파스타와 같이 나오는 메뉴가 있어서 좋았어요.
195,48,배곧 경양카츠 배곧점,방문자 리뷰,직원 분들도 너무 친절하시고 맛있어요. 완전 추천.
196,49,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있고 직원 엄청 친절해요. 카프가 다른 집 가면 딱딱 하거나 퍽퍽 했는데 여긴 부드럽습니다.
197,50,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있어요. 아이들이 돈가스를 좋아해서 자주 올 것 같아요. 분위기 긋.
198,51,배곧 경양카츠 배곧점,방문자 리뷰,여기 매운 크림 파스타 맛나요오오오로오오.
199,52,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있어요. 친구들이랑 오기 좋아요.
200,53,배곧 경양카츠 배곧점,방문자 리뷰,맛있고 직원 분들 친절하고 인테리어 너무 예뻐요.
201,54,배곧 경양카츠 배곧점,방문자 리뷰,줄서서 먹길래 한번 와봤습니다. 맛있네요. 또 올께요.
202,55,배곧 경양카츠 배곧점,방문자 리뷰,맛나유.
203,56,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있게 먹었습니다. 돈까스가 쫄깃 바삭.
204,57,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있어서 싹싹 다 긁어 먹었네요. 파스타와 같이 나오는 메뉴가 있어서 좋았어요.
205,58,배곧 경양카츠 배곧점,방문자 리뷰,직원 분들도 너무 친절하시고 맛있어요. 완전 추천.
206,59,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있고 직원 엄청 친절해요. 카프가 다른 집 가면 딱딱 하거나 퍽퍽 했는데 여긴 부드럽습니다.
207,60,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있어요. 아이들이 돈가스를 좋아해서 자주 올 것 같아요. 분위기 긋.
208,61,배곧 경양카츠 배곧점,방문자 리뷰,여기 매운 크림 파스타 맛나요오오오로오오.
209,62,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있어요. 친구들이랑 오기 좋아요.
210,63,배곧 경양카츠 배곧점,방문자 리뷰,맛있고 직원 분들 친절하고 인테리어 너무 예뻐요.
211,64,배곧 경양카츠 배곧점,방문자 리뷰,줄서서 먹길래 한번 와봤습니다. 맛있네요. 또 올께요.
212,65,배곧 경양카츠 배곧점,방문자 리뷰,맛나유.
213,66,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있게 먹었습니다. 돈까스가 쫄깃 바삭.
214,67,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있어서 싹싹 다 긁어 먹었네요. 파스타와 같이 나오는 메뉴가 있어서 좋았어요.
215,68,배곧 경양카츠 배곧점,방문자 리뷰,직원 분들도 너무 친절하시고 맛있어요. 완전 추천.
216,69,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있고 직원 엄청 친절해요. 카프가 다른 집 가면 딱딱 하거나 퍽퍽 했는데 여긴 부드럽습니다.
217,70,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있어요. 아이들이 돈가스를 좋아해서 자주 올 것 같아요. 분위기 긋.
218,71,배곧 경양카츠 배곧점,방문자 리뷰,여기 매운 크림 파스타 맛나요오오오로오오.
219,72,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있어요. 친구들이랑 오기 좋아요.
220,73,배곧 경양카츠 배곧점,방문자 리뷰,맛있고 직원 분들 친절하고 인테리어 너무 예뻐요.
221,74,배곧 경양카츠 배곧점,방문자 리뷰,줄서서 먹길래 한번 와봤습니다. 맛있네요. 또 올께요.
222,75,배곧 경양카츠 배곧점,방문자 리뷰,맛나유.
223,76,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있게 먹었습니다. 돈까스가 쫄깃 바삭.
224,77,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있어서 싹싹 다 긁어 먹었네요. 파스타와 같이 나오는 메뉴가 있어서 좋았어요.
225,78,배곧 경양카츠 배곧점,방문자 리뷰,직원 분들도 너무 친절하시고 맛있어요. 완전 추천.
226,79,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있고 직원 엄청 친절해요. 카프가 다른 집 가면 딱딱 하거나 퍽퍽 했는데 여긴 부드럽습니다.
227,80,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있어요. 아이들이 돈가스를 좋아해서 자주 올 것 같아요. 분위기 긋.
228,81,배곧 경양카츠 배곧점,방문자 리뷰,여기 매운 크림 파스타 맛나요오오오로오오.
229,82,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있어요. 친구들이랑 오기 좋아요.
230,83,배곧 경양카츠 배곧점,방문자 리뷰,맛있고 직원 분들 친절하고 인테리어 너무 예뻐요.
231,84,배곧 경양카츠 배곧점,방문자 리뷰,줄서서 먹길래 한번 와봤습니다. 맛있네요. 또 올께요.
232,85,배곧 경양카츠 배곧점,방문자 리뷰,맛나유.
233,86,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있게 먹었습니다. 돈까스가 쫄깃 바삭.
234,87,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있어서 싹싹 다 긁어 먹었네요. 파스타와 같이 나오는 메뉴가 있어서 좋았어요.
235,88,배곧 경양카츠 배곧점,방문자 리뷰,직원 분들도 너무 친절하시고 맛있어요. 완전 추천.
236,89,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있고 직원 엄청 친절해요. 카프가 다른 집 가면 딱딱 하거나 퍽퍽 했는데 여긴 부드럽습니다.
237,90,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있어요. 아이들이 돈가스를 좋아해서 자주 올 것 같아요. 분위기 긋.
238,91,배곧 경양카츠 배곧점,방문자 리뷰,여기 매운 크림 파스타 맛나요오오오로오오.
239,92,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있어요. 친구들이랑 오기 좋아요.
240,93,배곧 경양카츠 배곧점,방문자 리뷰,맛있고 직원 분들 친절하고 인테리어 너무 예뻐요.
241,94,배곧 경양카츠 배곧점,방문자 리뷰,줄서서 먹길래 한번 와봤습니다. 맛있네요. 또 올께요.
242,95,배곧 경양카츠 배곧점,방문자 리뷰,맛나유.
243,96,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있게 먹었습니다. 돈까스가 쫄깃 바삭.
244,97,배곧 경양카츠 배곧점,방문자 리뷰,너무 맛있어서 싹싹 다 긁어 먹었네요. 파스타와 같이 나오는 메뉴가 있어서 좋았어요.
245,98,배곧 경양카츠 배곧점,방문자 리뷰,직원 분들도 너무 친절하시고 맛있어요. 완전 추천.
246,99,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있고 직원 엄청 친절해요. 카프가 다른 집 가면 딱딱 하거나 퍽퍽 했는데 여긴 부드럽습니다.
247,100,배곧 경양카츠 배곧점,방문자 리뷰,음식이 맛있어요. 아이들이 돈가스를 좋아해서 자주 올 것 같아요. 분위기 긋.
248,1,배곧 등대횟집,방문자 리뷰,가족 외식으로 런닝맨 맛집 이래서 왔는데 따로 주차장이 있고 화장실이 안에 있어서 편했어요. 오이도 항구와 인천 신항 송도까지 한 눈에 보면서 쫄깃한 회까지 잘 먹고 가족 모두 만족했습니다. 다음에는 조개 찜도 먹어보려고요강추.
249,2,배곧 등대횟집,방문자 리뷰,오이도 산책을 하다가 가볍게 파전에 칼국수나 먹을 요량으로 들어갔습니다. 입구에서 저희 마감시간 다 돼갑니다 라고 안내를 해 주셔서 예 가볍게 먹으려고 요 라고 말씀드렸더니 안내를 해 주셨습니다. 마감시간이 약 1시간쯤 남은 상황이었어서 홀도 사람이 그리 많지는 않았습니다. 별 생각 없이 창가에 자리를 잡았 죠 그리고 계획했던 대로 칼국수와 파전을 시키니 이 렇게 이야기하시더군 요 들은 워딩 그대로 말씀드리겠습니다. 아 이 거만요 지금 저기 회 시키신 분.
250,3,배곧 등대횟집,방문자 리뷰,가게 너무 예뻐요 주차도 해주고 스끼 다시 정말 많고 맛있어서 반찬 먹다 배 터지는 줄 알았어요. 이 모님도 친절하시구요. 오이도 횟집으로 추천드려요.
251,4,배곧 등대횟집,방문자 리뷰,연어회 신선하고 너무 맛있어요.
252,5,배곧 등대횟집,방문자 리뷰,조개구이 양도 많고 전반적으로 조개들이 입도 잘 벌리는 게 재료가 신선한 느낌이었어요. 사장님 조개구이에 대한 철학도 전복 물회랑 소금 새우구이도 함께 시켰는데 물회는 새콤달콤 맛있었고 새우 역시 너무 맛있었어요. 오이도 오면 또 방문할 생각입니대. 잘 먹고 갑니다.
253,6,배곧 등대횟집,방문자 리뷰,스키다시가 엄청 많아요. 회 자체는 양이 많은 편은 아닌 것 같은데 다른 게 많이 나와서 배불렀어요.
254,7,배곧 등대횟집,방문자 리뷰,갑자기 회가 생각나서 지인 추천으로 왔는데 와우 맛있네요. 멀리서 온 보람이 있네요. 특히 해삼 멍게 엄청 싱싱합니다 2층 창가 자리 뷰도 너무 멋있구요.
255,8,배곧 등대횟집,방문자 리뷰,광어 4인분 먹었어요. 좀 비싼 가 싶었는데 에피타이저로 나오는 해산물들이 모두 너무 신선하고 회와 그 뒤에 나오는 서비스로 주신 물회랑 생선으로 만든 탕수육 매운탕까지 진짜 너무 맛있어서 싹싹 긁어먹고 왔습니다. 사장님도 너무 친절하고 돈이 아깝지 않는 식사였어요. 번창하세요.
256,9,배곧 등대횟집,방문자 리뷰,런닝맨 촬영이라고 되어 있길래 다른 가게랑 고민하다 들어왔어요. 해물 파전이랑 칼국수 먹었는데 양도 많고 정말 맛있네요. 칼국수도 별로 안 좋아하는 편인데 여기서는 맛있게 잘 먹고 가요 오이도 맛집 추천할게요.
257,10,배곧 등대횟집,방문자 리뷰,리뷰를 쓰기 앞서서 요약은 오이도 횟집중 가징 최고입니다. 강 추 오늘 방학 기념으로 회를 먹을려고 오이도 맛집을 찾아보고 있는데 리뷰로 좋고 별점도 좋아서 등대 횟집을 갔습니다. 역시 음식도 맛있고 스끼 다시도 많이 나오고 회도 정말 싱싱했습니다 하지만 좋은 점이 있으면 나쁜 점도 있죠. 반찬으로 나온 간장게장이 한 마리는 맛이 괜찮았는데 나머지 한 마리가 살짝 맛이 이상했어요. 정말 맛 있었는데 상한 거 같아서 아쉽지만 버렸습니다. 그래도 그거 말고는 정말 최고였습.
